R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
-139.6126259,131885.4002,100.4108536,131835.2537,-19.57223828,131960.62,-137.7677018,430.49161,96.15377718,462.71897,-17.11424934,427.19563,-139.5897076,131885.4002,0,0,0,0,-139.6871105,439.464,-81.26260408,20.1421,48.30034213,19.95899,59.982,0.04,9.959883355,-0.063450614,0,-146.5383892,130206.4531,93.52935932,130048.5703,-26.51825043,130282.5547,34.41741885,436.580658,-91.20574946,468.1606445,155.2011181,431.968689,-146.5109318,130179.375,0,0,0,0,32.69805875,445.0092163,91.10687564,19.7353363,-136.2826552,19.323349,59.97900009,0.059999999,9.642636059,3.103061904,0,-146.5396857,129754.1723,93.49525301,129704.0257,-26.48783887,129754.1723,34.29152404,434.88625,-91.22634014,464.73318,154.9678948,429.75917,-146.5110378,129729.099,0,0,0,0,32.57838023,442.57687,90.95704998,19.22655,-136.6962708,18.311,59.979,0.08,9.583870376,3.105600351,0,-139.5324118,131960.62,100.4681494,131308.715,-19.52067208,132010.7666,-137.9453188,429.75917,96.41160819,460.15543,-17.27467752,424.63209,-139.5324118,131760.0339,0,0,0,0,-139.7042992,437.6329,-80.94174772,19.40966,51.10210575,18.67722,59.979,0.05,9.893453527,-0.049817333,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-140.1741246,131383.9348,99.85508454,131358.8615,-20.13373692,131459.1546,-138.6557864,433.23826,95.50633487,464.18385,-18.00233392,429.75917,-140.1569358,131409.0081,0,0,0,0,-140.4835218,441.84443,-82.25955065,19.59277,47.96229703,19.40966,59.982,0.04,9.802746415,-0.055439648,0,-147.1481338,129685.1563,92.90863173,129539.7109,-27.13348485,129778.0078,33.69232255,438.8465881,-91.79901286,470.4551697,154.4375712,434.589386,-147.1261679,129665.8125,0,0,0,0,32.00592153,447.4182129,91.07391315,19.37484741,-136.7990175,19.08874512,59.98199844,0,9.532900225,3.105993278,0,-147.1527505,129227.6336,92.88218817,129177.487,-27.10663329,129227.6336,33.54094933,437.99912,-91.79929794,466.9305,154.2631568,432.50582,-147.1241026,129202.5603,0,0,0,0,31.90801961,445.32352,89.68508367,18.86033,-136.8108623,17.94478,59.984,0.01,9.443763587,3.110213834,0,-140.1053696,131459.1546,99.90092116,130807.2496,-20.08217072,131509.3012,-138.770378,432.50582,95.7584363,461.80342,-18.01379308,427.01252,-140.0939105,131258.5685,0,0,0,0,-140.4434147,440.01333,-82.84969718,19.04344,50.82708601,18.12789,59.982,0.04,9.762739238,-0.043358664,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-140.6038429,131057.9823,99.41963661,131007.8358,-20.57491442,131133.2021,-139.1943667,435.06936,95.18547851,465.28251,-18.6325875,432.1396,-140.5866542,131057.9823,0,0,0,0,-140.9762655,443.67553,-82.05901542,18.86033,47.0856716,18.67722,59.984,0.04,9.683754295,-0.05282742,0,-147.6260422,129319.9766,92.43073023,129170.8125,-27.60589659,129411.4531,33.13202164,441.3585815,-92.13958658,471.6339111,153.7509187,437.6278076,-147.6040626,129302.1016,0,0,0,0,31.48956264,449.7241821,91.18927504,18.49937439,-138.0294898,18.17893982,59.98400116,0.02,9.382304717,3.107165543,0,-147.6225759,128851.5345,92.39517404,128826.4613,-27.57645868,128876.6078,33.01955773,439.83022,-92.25766417,468.39538,153.6099849,434.52003,-147.6053872,128851.5345,0,0,0,0,31.36370971,446.97151,90.07469497,18.67722,-137.888023,17.39545,59.984,0.01,9.340885578,3.110510805,0,-140.5408176,131108.1288,99.47693239,130456.2238,-20.51188907,131158.2754,-139.4923048,434.33692,95.31152922,463.2683,-18.72426074,429.75917,-140.5293584,130907.5427,0,0,0,0,-141.0564796,442.02754,-82.97001831,18.12789,50.48331133,17.76167,59.986,0.04,9.662713372,-0.036839907,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-140.684057,130982.7625,99.32223379,130932.6159,-20.66085809,131057.9823,-139.3834428,436.16802,95.14537146,465.64873,-18.77009737,432.87204,-140.6783274,130982.7625,0,0,0,0,-141.0965866,444.40797,-82.67208026,18.49411,47.53257868,18.311,59.986,0.04,9.629872993,-0.048616068,0,-147.724916,129246.1328,92.33184958,129105.1875,-27.69928064,129332.7578,33.0606086,441.6446533,-92.23297576,471.4107666,153.6190824,438.2572021,-147.6974586,129227.7188,0,0,0,0,31.39068541,449.953064,90.98602227,18.3391571,-139.128112,18.02444458,59.98400116,0.029999999,9.355045635,3.104613421,0,-147.7199787,128776.3147,92.29777122,128751.2415,-27.6738615,128826.4613,32.88204786,440.01333,-92.32641911,468.39538,153.512582,435.43558,-147.6970604,128776.3147,0,0,0,0,31.27203646,447.52084,89.57622169,18.311,-138.2317977,17.57856,59.984,0.02,9.330589373,3.11046628,0,-140.6267612,131032.909,99.39098872,130406.0773,-20.60929189,131083.0556,-139.5897076,435.25247,95.18547851,463.63452,-18.82739315,430.12539,-140.6095725,130857.3961,0,0,0,0,-141.1653416,442.39376,-83.69767471,18.311,50.35153104,17.57856,59.988,0.04,9.625063743,-0.03669157,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-141.9904008,130130.2713,98.03307875,130105.198,-21.96147229,130205.4911,-141.3200402,442.21065,94.13123616,466.74739,-20.75826092,439.28089,-141.9732121,130155.3446,0,0,0,0,-142.7123276,449.16883,-84.80348326,15.56435,46.48406592,15.38124,59.993,0.03,9.239192392,-0.031554058,0,-149.1256785,128359.4531,90.92560242,128212.8359,-29.10003803,128446.1875,31.19293435,448.0018616,-93.01849533,472.4407349,151.8502819,444.8604736,-149.0982075,128339.5703,0,0,0,0,29.94598428,454.7710571,88.19000237,14.94598389,-138.5952753,15.04898071,59.99300003,0.029999999,8.969273633,3.121440587,0,-149.1237253,127923.8235,90.90548378,127873.677,-29.0776081,127948.8968,30.94545052,446.7884,-93.07699382,469.31093,151.5759847,442.21065,-149.100807,127898.7503,0,0,0,0,29.75942788,452.46481,87.13542148,14.6488,-137.6130032,13.91636,59.993,0.03,8.904169578,3.129224833,0,-141.9216459,130205.4911,98.08464495,129578.6594,-21.89844693,130280.7109,-141.5033867,440.92888,94.36614886,464.18385,-20.85566374,436.53424,-141.9159163,130029.9782,0,0,0,0,-142.7180572,446.97151,-84.75764663,14.83191,50.08224087,14.28258,59.993,0.03,9.215154499,-0.018865701,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-142.8383783,130055.0515,97.17937163,130004.905,-22.8151794,130105.198,-142.9988065,447.88706,93.19158538,467.47983,-22.52297093,445.50663,-142.8269192,130055.0515,0,0,0,0,-144.1561813,453.38036,-87.61670603,13.00081,43.87137837,12.8177,59.999,0.01,8.945900334,-0.014659464,0,-149.9935906,128255.2422,90.05218515,128108.0391,-29.97894336,128354.1172,29.55597024,453.5522461,-94.06219604,473.7854004,150.086973,450.8342896,-149.9771162,128237.7656,0,0,0,0,28.47931044,459.1427002,85.9817544,12.79449463,-141.1605851,12.76016235,59.99700165,0.01,8.706637718,3.13616335,0,-149.9946212,127798.4572,90.0403175,127748.3107,-29.95423353,127823.5305,29.43284194,451.54926,-94.05102207,470.40959,149.9717029,448.07017,-149.9717029,127798.4572,0,0,0,0,28.41297706,456.49323,85.10715089,12.45148,-140.4892514,12.08526,59.997,0.01,8.679754994,3.140218279,0,-142.7810825,130105.198,97.22520826,129478.3663,-22.75215404,130155.3446,-143.2050713,446.42218,93.42649807,464.91629,-22.54588924,441.84443,-142.7696234,129904.6119,0,0,0,0,-144.1504517,450.81682,-88.56208639,12.45148,50.03640425,11.71904,59.997,0.01,8.93763077,0.000396657,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-142.7524347,130330.8575,97.27104488,130305.7842,-22.72350615,130406.0773,-142.8784854,440.19644,93.45514596,458.50744,-22.50005261,439.09778,-142.7352459,130355.9307,0,0,0,0,-144.0129418,445.68974,-86.80310596,11.71904,41.75143453,12.08526,59.999,0,9.081365853,-0.017551203,0,-149.7409146,128622.5781,90.3103663,128473.9531,-29.72076563,128712,29.36371066,446.9089355,-93.88092282,464.4584656,149.823314,444.4141235,-149.7189351,128604.8047,0,0,0,0,28.40240593,451.7326355,85.75653575,11.25526428,-141.4682031,11.14082336,60,0,8.777747742,-3.137766133,0,-149.7482493,128149.483,90.28095978,128124.4097,-29.69640252,128174.5562,29.17501093,444.59108,-93.87913473,460.52165,149.7482493,441.11199,-149.725331,128149.483,0,0,0,0,28.31557424,448.6195,83.1820127,10.80349,-139.6584626,10.43727,60,-0.01,8.761916255,-3.131425365,0,-142.6951389,130381.004,97.32261108,129754.1723,-22.66621038,130456.2238,-143.0045361,438.36534,93.77600233,455.57768,-22.54588924,435.61869,-142.6779501,130205.4911,0,0,0,0,-143.955646,442.94309,-86.52235664,10.9866,46.91378427,10.80349,60,0,9.067254925,-0.00538325,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-142.8040009,131057.9823,97.21947868,131032.909,-22.77507236,131158.2754,-144.5286038,447.33773,93.28325863,456.49323,-24.09860486,446.23907,-142.7868121,131083.0556,0,0,0,0,-145.1244799,449.90127,-96.25118,6.95818,39.71170478,7.3244,60,0,8.707110398,0.01841081,0,-149.7134436,129400.1406,90.33783049,129246.375,-29.69879291,129475.5078,27.89154193,452.4822388,-94.10065001,462.5358582,148.2247902,451.6410828,-149.6914777,129371.2031,0,0,0,0,27.32574613,455.4805908,81.5982073,6.608963013,-145.4287703,6.935119629,60,0,8.479813766,-3.108679439,0,-149.7024127,128926.7543,90.31533725,128901.6811,-29.66202505,128951.8276,27.73115728,449.90127,-94.07966996,458.87366,148.1153196,447.33773,-149.685224,128926.7543,0,0,0,0,27.24414316,451.91548,79.84166875,6.59196,-140.0308851,6.22574,59.999,0,8.466902579,-3.100875237,0,-142.7409755,131133.2021,97.2653153,130481.2971,-22.71777658,131183.3486,-144.6088179,445.14041,93.66714035,453.56347,-24.00693162,441.84443,-142.7295163,130932.6159,0,0,0,0,-144.9926996,446.7884,-97.2653153,6.59196,52.26521007,6.40885,60,0,8.71705106,0.031400443,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-142.8211896,131083.0556,97.20801952,131057.9823,-22.78653151,131158.2754,-144.5629813,447.33773,93.25461074,456.85945,-24.12725275,446.23907,-142.7982713,131108.1288,0,0,0,0,-145.1588574,450.08438,-95.95897153,6.95818,40.06120904,7.3244,60,0,8.714441176,0.019303172,0,-149.7189351,129409.1563,90.32684755,129265.5234,-29.69329802,129493.7266,27.7926647,453.0773315,-94.15557839,462.793335,148.043517,452.3162842,-149.6969692,129390.8359,0,0,0,0,27.21038936,455.9898376,82.86712667,6.408691406,-146.6482596,6.597518921,60,0,8.449146536,-3.107377496,0,-149.7310606,128951.8276,90.30960767,128926.7543,-29.67348421,128976.9009,27.66240235,450.26749,-94.1484249,458.87366,147.8804069,448.98572,-149.6966831,128951.8276,0,0,0,0,27.11809244,452.64792,82.18506613,6.04263,-146.0813194,5.85952,60,0,8.438154825,-3.103921258,0,-142.7524347,131133.2021,97.25958572,130506.3704,-22.73496531,131183.3486,-144.6088179,444.9573,93.62130372,453.74658,-24.17308938,442.21065,-142.7409755,130957.6892,0,0,0,0,-145.0614546,446.97151,-93.15147833,6.40885,49.43479856,6.22574,60,0,8.708891291,0.029371594,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-142.9816178,131133.2021,97.03613218,131108.1288,-22.95841885,131208.4219,-145.4911729,450.4506,92.9509431,457.22567,-25.2846275,451.36615,-142.9701586,131158.2754,0,0,0,0,-145.9438096,453.01414,-94.60679113,4.39464,32.44087036,5.31019,60,0,8.534529442,0.032211523,0,-149.8837339,129473.6484,90.16204874,129328.5938,-29.87457466,129566.2031,26.76544181,457.0655823,-94.51813166,463.3369446,147.0657344,455.9783936,-149.8672594,129455.0391,0,0,0,0,26.42486638,458.7536011,77.12676932,4.463195801,-143.7918198,4.600524902,60,0,8.277790038,-3.087516465,0,-149.8857592,129027.0474,90.14917949,128976.9009,-29.83964197,129052.1207,26.75712903,453.74658,-94.49219957,459.42299,147.0095111,452.46481,-149.8571113,129001.9742,0,0,0,0,26.41908393,455.21146,77.00552767,4.39464,-144.3796348,4.21153,60,0,8.292042622,-3.087452498,0,-142.9300516,131208.4219,97.08196881,130581.5902,-22.90112307,131258.5685,-145.5198208,448.43639,93.31763609,453.92969,-25.34192328,447.15462,-142.9185924,131007.8358,0,0,0,0,-145.8521363,449.90127,-91.61022186,4.02842,43.99742909,3.84531,60,0,8.512167016,0.041482845,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
