R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
70.39932429,127673.0908,-49.57230843,127648.0176,-169.5783186,127723.2374,65.68961121,605.91099,-57.00357104,626.78553,-173.5890232,602.4319,70.4222426,127673.0908,0,0,0,0,65.00779144,611.5874,118.5678861,13.18392,-100.8692198,13.91636,59.999,0.01,6.391383458,0.076290455,0,60.65826798,124631.8125,-59.29595943,124484.3594,-179.3380777,124715.0703,-119.5504813,612.7967529,117.7267525,632.5321045,0.859680212,610.1417236,60.6802407,124611.9844,0,0,0,0,-120.3414991,618.3013916,-64.05304275,12.7658844,69.39789118,12.8288269,59.99900055,0.02,6.130100104,3.135101005,0,60.66477135,124187.9063,-59.31259095,124162.833,-179.3014124,124212.9796,-119.7539088,610.12252,117.6855311,628.25041,0.658901464,606.82654,60.68768966,124187.9063,0,0,0,0,-120.4872947,614.88338,-64.81298579,12.08526,70.38786513,11.90215,59.999,0.02,6.111439531,3.140520023,0,70.45089049,127723.2374,-49.53793097,127096.4056,-169.532482,127773.3839,65.64377459,604.44611,-56.87179074,621.84156,-173.8697725,599.86836,70.46234965,127522.6512,0,0,0,0,64.95049566,608.47453,119.3012721,12.26837,-102.060972,11.71904,59.999,0.01,6.341831592,0.077897157,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.68810203,130280.7109,-46.30071942,130255.6377,-166.2780817,130355.9307,71.83171878,483.59351,-50.94740714,500.98896,-167.4870227,481.39619,73.70529077,130305.7842,0,0,0,0,71.10979195,488.35437,125.7928839,10.62038,-95.88448702,11.35282,60.005,0,8.185463342,0.024923832,0,66.06903456,128277.4297,-53.88519285,128126.3047,-173.9328026,128354.7578,-114.9252411,489.3493652,122.1487399,505.7544556,5.468444964,487.3352051,66.08550897,128251.625,0,0,0,0,-115.7876618,493.9785156,-59.66949565,10.79750061,72.4246212,10.8089447,60.00500107,0,7.924890529,-3.136668928,0,66.06203378,127823.5305,-53.90959894,127798.4572,-173.8926908,127848.6037,-115.1244098,487.0726,122.125954,502.08762,5.259752559,484.32595,66.09068167,127823.5305,0,0,0,0,-115.9322803,491.10102,-60.17202764,10.25416,73.53340343,10.07105,60.005,0,7.898427479,-3.131062488,0,73.74539781,130330.8575,-46.24915322,129704.0257,-166.2322451,130381.004,71.83744835,481.76241,-50.79270854,496.04499,-167.618803,477.73399,73.75685697,130130.2713,0,0,0,0,71.12125111,485.05839,124.2745458,10.25416,-95.45476867,9.70483,60.005,0,8.141327877,0.027209612,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
73.73393866,130305.7842,-46.2548828,130280.7109,-166.2322451,130381.004,71.80880046,483.59351,-50.91302968,500.98896,-167.441186,481.02997,73.75112739,130330.8575,0,0,0,0,71.13271027,488.35437,125.0079317,10.62038,-94.52084746,11.35282,60.005,0,8.190006048,0.027903536,0,66.11298,128283.9453,-53.85223378,128144.4688,-173.8833657,128382.9609,-114.919736,488.8858643,122.2146649,505.531311,5.462951784,487.6270142,66.12945441,128269.5938,0,0,0,0,-115.7656959,493.8526001,-58.65325912,10.3969574,72.17742983,10.76889038,60.00500107,0,7.931677134,-3.136359551,0,66.11932956,127823.5305,-53.86376232,127798.4572,-173.8525838,127873.677,-115.107221,487.43882,122.1832498,502.08762,5.265482137,484.32595,66.14224787,127823.5305,0,0,0,0,-115.9036324,491.10102,-60.60747557,10.25416,74.02041755,9.70483,60.007,0,7.881699104,-3.129600582,0,73.78550486,130355.9307,-46.19758702,129729.099,-166.1921381,130381.004,71.86609624,481.39619,-50.78124938,496.41121,-167.5901551,478.10021,73.79696401,130155.3446,0,0,0,0,71.14416942,485.2415,125.2772219,10.25416,-95.97043068,10.07105,60.005,0,8.162755259,0.026663485,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.08344291,130581.5902,-45.89964897,130556.5169,-165.8827408,130656.81,72.15257514,482.86107,-50.43747471,499.15786,-167.2864874,481.39619,74.10636122,130581.5902,0,0,0,0,71.45929621,487.62193,127.597701,9.70483,-96.65798004,10.43727,60.003,0,8.171531808,0.025616995,0,66.50848893,128585.4063,-53.4457419,128442.6094,-173.4878568,128673.4141,-114.8153707,489.8643494,122.6486278,504.2266846,5.693664902,487.3695374,66.53046165,128566.9453,0,0,0,0,-115.5075147,493.6809692,-61.74041583,9.653091431,75.45135806,9.738922119,60.00500107,0,7.889894743,-3.126736895,0,66.50321128,128124.4097,-53.47415102,128099.3364,-173.4629725,128149.483,-114.9983591,487.80504,122.6186977,500.80585,5.471746943,484.50906,66.52612959,128124.4097,0,0,0,0,-115.6515309,490.91791,-62.38937431,9.1555,76.49559523,8.97239,60.003,0,7.857910788,-3.121717478,0,74.14646827,130631.7367,-45.84808277,129979.8317,-165.8369042,130681.8832,72.18122303,481.21308,-50.31142399,494.76322,-167.3953494,478.28332,74.15219785,130431.1505,0,0,0,0,71.48221452,484.69217,126.4747037,9.33861,-97.25385615,9.1555,60.003,0,8.135292283,0.026595462,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.5532683,131083.0556,-45.424094,131057.9823,-165.4243746,131158.2754,72.11819767,484.50906,-50.01348594,497.69298,-167.4641044,484.69217,74.57045704,131108.1288,0,0,0,0,71.5395103,488.9037,127.6664559,7.50751,-99.92383947,8.60617,60.001,0,8.079495663,0.032940807,0,67.03582735,129106.9063,-52.91290518,128974.5859,-172.9495286,129196.8125,-114.919736,491.2948608,123.0715941,502.4986267,5.413513167,489.5953979,67.06329837,129091.625,0,0,0,0,-115.4910266,494.3790283,-60.61981402,7.507324219,74.04510408,7.530212402,60.00099945,0,7.794619669,-3.114698608,0,67.04752119,128676.0216,-52.93557069,128650.9484,-172.9243921,128676.0216,-114.9868999,488.9037,123.0140386,499.15786,5.317048339,486.70638,67.0704395,128676.0216,0,0,0,0,-115.5541281,491.46724,-61.75339116,7.50751,73.36724567,7.14129,60,0,7.789806961,-3.113430094,0,74.61056408,131133.2021,-45.3725278,130506.3704,-165.3728084,131183.3486,72.1640343,482.86107,-49.88170564,493.11523,-167.6016142,481.21308,74.62775282,130932.6159,0,0,0,0,71.55669903,485.60772,126.5950248,7.3244,-101.7114678,7.14129,60.001,0,8.036022672,0.033641252,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.54753872,131057.9823,-45.44128273,131032.909,-165.4415633,131133.2021,71.78015257,486.52327,-50.1796437,498.0592,-167.7906903,486.52327,74.5532683,131057.9823,0,0,0,0,71.26449056,490.18547,125.2027374,6.77507,-100.771817,7.87373,60,0,8.009195579,0.03931756,0,67.01935293,129086.5781,-52.9348779,128944.2734,-172.966003,129156.1719,-115.2822961,493.6065674,122.9617373,503.0479431,5.12786868,492.1817627,67.04681712,129060.3828,0,0,0,0,-115.7382248,496.2158203,-64.89349753,6.540298462,74.01763988,6.843566895,60,0,7.725026012,-3.107830926,0,67.02460287,128625.8751,-52.95275943,128600.8018,-172.9358513,128650.9484,-115.3593225,490.7348,122.9796611,499.34097,5.001921551,488.35437,67.05325076,128625.8751,0,0,0,0,-115.8005,492.74901,-64.6009914,6.40885,76.48986565,6.22574,60,0,7.716295931,-3.104439088,0,74.59910493,131083.0556,-45.38971653,130456.2238,-165.3842676,131133.2021,71.78588215,485.05839,-49.93900142,494.03078,-167.9683072,483.04418,74.61056408,130907.5427,0,0,0,0,71.28740887,487.25571,126.1481178,6.40885,-98.97272953,6.04263,60,0,7.952982859,0.043353089,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.53607957,131007.8358,-45.45847147,131007.8358,-165.4530225,131083.0556,71.67129059,487.0726,-50.18537328,497.87609,-167.876634,487.0726,74.54753872,131032.909,0,0,0,0,71.2014652,490.55169,123.2031147,6.40885,-100.8405719,7.50751,60,0,7.981975525,0.041538819,0,67.00287168,129056.8516,-52.94036937,128905.9766,-172.9879825,129130.4609,-115.293279,493.6809692,122.9452492,503.2253418,5.08392367,492.1531677,67.03033587,129028.7969,0,0,0,0,-115.7546993,496.2902222,-63.877261,6.574630737,74.22638413,6.78062439,60,0,7.71924218,-3.107789082,0,67.00168456,128600.8018,-52.96994816,128575.7286,-172.95304,128625.8751,-115.3936999,490.7348,122.9338245,499.52408,4.938896194,488.9037,67.03606203,128600.8018,0,0,0,0,-115.840607,492.93212,-63.84468711,6.40885,74.8397472,6.22574,60,0,7.715947694,-3.105308119,0,74.58191619,131057.9823,-45.40690526,130431.1505,-165.4014563,131133.2021,71.71712722,485.05839,-49.95619016,494.21389,-168.0771692,484.14284,74.59337535,130882.4694,0,0,0,0,71.22438351,487.80504,127.7180221,6.04263,-101.0640255,6.04263,60,0,7.947458097,0.042901463,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.5017021,130982.7625,-45.4756602,130957.6892,-165.4759408,131057.9823,71.52805114,487.98815,-50.19110285,498.0592,-168.0313326,487.62193,74.51889083,131007.8358,0,0,0,0,71.0983328,491.10102,123.0541457,6.22574,-99.06440278,6.95818,59.999,0,7.941731841,0.044991821,0,66.98089896,129027.6719,-52.97882333,128874.9297,-173.0099484,129111.6563,-115.4360983,494.1730347,122.8683549,503.2081604,4.88067645,493.463501,67.00287168,129004.6016,0,0,0,0,-115.8975185,496.8967285,-63.70697073,6.053924561,71.09527515,6.477355957,60,0,7.693146258,-3.107215363,0,66.99022541,128575.7286,-52.99286647,128550.6553,-172.9759583,128600.8018,-115.5942352,491.83346,122.8478809,500.07341,4.658146874,490.00236,67.01314372,128575.7286,0,0,0,0,-116.0354127,494.03078,-62.18310951,5.85952,74.01468797,5.67641,60,0,7.67107826,-3.10149413,0,74.55899788,131032.909,-45.41836442,130406.0773,-165.418645,131083.0556,71.51659199,486.70638,-50.00202678,494.397,-168.1688424,484.50906,74.57618661,130832.3229,0,0,0,0,71.11552153,488.35437,122.4582696,5.85952,-97.14499416,5.4933,60,0,7.897930403,0.048968497,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.44440632,130932.6159,-45.53295598,130932.6159,-165.5217774,131007.8358,71.22438351,489.45303,-50.36299019,498.79164,-168.3636481,489.45303,74.46732463,130957.6892,0,0,0,0,70.82904263,492.38279,122.8536104,5.67641,-100.473879,6.59196,60.001,0,7.891876236,0.049271974,0,66.91498081,128968.0703,-53.03375513,128829.7734,-173.0758734,129048.625,-115.677805,495.7351685,122.791447,503.8833618,4.567566064,494.8482666,66.93695353,128947.2109,0,0,0,0,-116.1062628,498.1040955,-62.64678877,5.556106567,70.98541155,5.73348999,60,0,7.63185405,-3.103021766,0,66.91574089,128525.582,-53.05589183,128500.5088,-173.0389837,128550.6553,-115.8119591,493.11523,122.7447485,500.25652,4.377397555,491.65035,66.93865921,128525.582,0,0,0,0,-116.2302183,494.94633,-62.76752646,5.31019,70.90352715,5.12708,59.999,0,7.619268547,-3.099805015,0,74.51316126,130982.7625,-45.48138978,130355.9307,-165.4759408,131057.9823,71.25876098,487.98815,-50.15099581,494.58011,-168.4037551,485.42461,74.51889083,130807.2496,0,0,0,0,70.89779757,489.26992,120.0346581,5.4933,-96.21107296,5.12708,60,0,7.85350134,0.053440896,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
74.28397814,130857.3961,-45.71630247,130857.3961,-165.7051239,130932.6159,70.60558909,491.65035,-50.63228036,499.34097,-169.2402735,493.66456,74.28397814,130882.4694,0,0,0,0,70.24462568,494.94633,129.8723434,3.6622,-108.5583134,5.12708,59.999,0,7.775797299,0.055038899,0,66.73919906,128881.8828,-53.22051982,128740.1094,-173.2571466,128977.2734,-116.3589524,498.4417114,122.4673545,504.4613037,3.672180344,499.013916,66.75568031,128866.8984,0,0,0,0,-116.7434784,500.6217957,-58.34014959,3.765106201,61.99310551,4.148483276,60,0,7.510149921,-3.095679227,0,66.7323944,128425.2889,-53.23923832,128400.2157,-173.2280598,128450.3622,-116.5109676,495.86188,122.4754583,501.17207,3.592445375,495.12944,66.75531271,128425.2889,0,0,0,0,-116.8203648,497.32676,-60.98562771,3.6622,69.72896367,3.47909,59.999,0,7.507234576,-3.089273376,0,74.32981476,130907.5427,-45.66473627,130280.7109,-165.6478282,130957.6892,70.59985952,490.18547,-50.44320428,495.49566,-169.274651,489.63614,74.34127392,130706.9565,0,0,0,0,70.29046231,491.83346,125.0365796,3.6622,-103.894437,3.6622,60,0,7.747379768,0.06025592,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
