R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
115.1817056,127673.0908,-4.789927167,127673.0908,-124.7615599,127723.2374,110.4719925,628.61663,-12.59361234,654.06892,-128.8925856,624.77132,115.2046239,127673.0908,0,0,0,0,109.6240149,635.57481,166.5072648,15.56435,-56.88897948,15.93057,59.986,0.05,6.205764322,0.074822874,0,105.021057,124412.4766,-14.91668748,124279.3203,-134.9588006,124499.0547,-74.632876,635.9138184,162.3587056,658.9622803,45.92010628,631.8511963,105.048528,124397.9297,0,0,0,0,-75.48431373,642.0020752,-19.90448093,15.11192322,116.1721877,15.00320435,59.98600006,0.050000001,5.945745716,3.1263607,0,105.0288934,123987.3202,-14.93700972,123937.1736,-134.9315608,124012.3934,-74.82828804,633.74371,162.1928926,656.44935,45.72203205,628.79974,105.0460822,123962.2469,0,0,0,0,-75.670536,639.42012,-20.19676228,15.19813,116.9063085,14.6488,59.984,0.06,5.939901084,3.131428111,0,115.2561901,127698.1641,-4.738360966,127071.3324,-124.732912,127773.3839,110.4433446,627.15175,-12.58788276,649.30806,-129.0472842,622.02467,115.2619196,127522.6512,0,0,0,0,109.5667192,632.64505,165.0061154,15.19813,-58.24688945,14.46569,59.988,0.05,6.178454208,0.075507309,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
119.1236552,130782.1763,-0.842247959,130757.1031,-120.8539877,130857.3961,118.2126523,450.4506,-4.852952525,468.21227,-120.985768,447.52084,119.1408439,130782.1763,0,0,0,0,117.4219705,455.21146,171.2857329,11.16971,-48.85038161,11.71904,60.007,0,8.888074287,0.008841935,0,112.035832,129011.0156,-7.896423534,128864.3516,-127.938541,129094.1719,-69.02435496,455.8582153,167.9067999,472.5551758,51.32538139,454.0271606,112.0632962,128988.9844,0,0,0,0,-69.96368356,460.647583,-11.79656998,10.62011719,118.4848078,10.56861877,60.00899887,0,8.583676859,-3.135889322,0,112.0361673,128575.7286,-7.918276729,128550.6553,-127.9070982,128575.7286,-69.24767912,454.66213,167.8880931,469.12782,51.1135649,450.99993,112.0648151,128550.6553,0,0,0,0,-70.10711581,458.14122,-13.71088004,10.25416,120.7336666,9.52172,60.007,0,8.521152789,-3.128105719,0,119.1866805,130807.2496,-0.802140913,130180.4178,-120.7966919,130882.4694,118.2126523,449.16883,-4.652417296,463.81763,-121.2550582,445.32352,119.1924101,130631.7367,0,0,0,0,117.4105114,452.64792,171.6409667,10.43727,-49.97910847,9.70483,60.007,0,8.804711121,0.009625186,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
119.8112045,131208.4219,-0.160428183,131183.3486,-120.1549792,131283.6417,118.6939368,450.63371,-3.976327098,466.01495,-120.6076159,448.80261,119.8226637,131233.4952,0,0,0,0,118.0121171,455.02835,171.6868033,9.33861,-49.54366054,10.25416,60.003,0,8.826874239,0.012011238,0,112.7774061,129470.9063,-7.160339597,129324.2344,-127.2079566,129546.7656,-68.65081874,456.315979,168.6319065,471.1132202,51.75384598,454.7023926,112.7993789,129445.9844,0,0,0,0,-69.44732808,460.5674744,-12.7468875,9.401321411,119.7482289,9.578704834,60.00500107,0,8.553368398,-3.127373705,0,112.7810124,128976.9009,-7.196349907,128951.8276,-127.1794418,129052.1207,-68.85806782,454.1128,168.5813721,467.66294,51.5833903,451.73237,112.7982011,129001.9742,0,0,0,0,-69.5914538,457.775,-14.28383783,8.97239,121.2951652,8.97239,60.005,0,8.532809844,-3.121343882,0,119.8742299,131233.4952,-0.103132403,130606.6634,-120.103413,131283.6417,118.7970692,448.80261,-3.827358071,462.16964,-120.727937,445.68974,119.8856891,131032.909,0,0,0,0,118.0579537,452.09859,172.5920766,9.33861,-50.25412821,8.97239,60.005,0,8.792575798,0.011267948,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.3956215,131584.521,0.406800035,131534.3744,-119.587751,131659.7408,118.9746862,451.73237,-3.380450991,464.73318,-120.619075,451.73237,120.4013511,131584.521,0,0,0,0,118.3043255,455.9439,174.31095,7.69062,-54.45963843,8.60617,60,0,8.72826135,0.013476696,0,113.3981337,129854.5469,-6.545105185,129715.1719,-126.5762324,129949.5,-68.56841934,458.2385864,169.1317807,469.9745178,51.81427267,456.0985718,113.4201065,129840.1953,0,0,0,0,-69.2276009,461.3399658,-14.68597393,8.113861084,120.4129019,7.947921753,60,0,8.454742407,-3.115394769,0,113.3940772,129403.1465,-6.554637176,129378.0732,-126.5606474,129378.0732,-68.72055795,455.9439,169.0626566,466.56428,51.54328325,453.92969,113.4227251,129378.0732,0,0,0,0,-69.39091857,458.69055,-14.2666491,7.69062,118.2069227,7.3244,60,0,8.429201172,-3.113737132,0,120.4471877,131609.5942,0.458366236,130982.7625,-119.5247256,131659.7408,118.9517678,450.4506,-3.208563653,461.07098,-120.7680441,448.07017,120.4643764,131434.0813,0,0,0,0,118.3100551,453.19725,173.9213387,7.50751,-52.28239881,6.95818,60.001,0,8.674901969,0.018854386,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.3325961,131283.6417,0.366692989,131258.5685,-119.6450468,131358.8615,118.040765,457.04256,-3.741414402,466.56428,-121.570185,457.40878,120.3497849,131308.715,0,0,0,0,117.56521,460.33854,170.2830567,5.67641,-56.17851181,6.77507,59.999,0,8.501334405,0.030737469,0,113.3102429,129553.1328,-6.627502453,129407.8828,-126.6696148,129626.8828,-69.31549177,462.2097168,168.9559989,471.0502625,50.88043213,462.4385986,113.3322156,129529.6719,0,0,0,0,-69.83734555,465.1794434,-13.63128686,5.487442017,113.6892705,6.048202515,59.99900055,0,8.253405691,-3.105706729,0,113.3081336,129077.194,-6.657769579,129052.1207,-126.6408615,129127.3405,-69.57426506,460.52165,168.8334735,468.57849,50.70103529,459.05677,113.3310519,129077.194,0,0,0,0,-70.02117214,462.71897,-15.81936472,5.67641,119.5705623,5.4933,59.999,0,8.236086437,-3.096720455,0,120.3956215,131308.715,0.412529612,130681.8832,-119.5762918,131383.9348,118.0636833,455.21146,-3.500772128,462.71897,-121.7019653,453.74658,120.4070806,131133.2021,0,0,0,0,117.6110466,457.22567,171.9045273,5.4933,-53.77781865,5.31019,59.999,0,8.461708044,0.034913569,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.321137,131258.5685,0.349504255,131258.5685,-119.6450468,131333.7883,117.9032551,457.22567,-3.729955246,466.56428,-121.6160216,457.40878,120.3440553,131283.6417,0,0,0,0,117.5079142,460.33854,168.9537946,5.31019,-53.17621297,6.59196,60,0,8.492099538,0.035348771,0,113.2937684,129530.6484,-6.638488812,129380.6016,-126.6861028,129610.7188,-69.44732808,462.9478455,168.906562,471.2619629,50.78704978,462.4500122,113.3212326,129506.8984,0,0,0,0,-69.92523642,465.4998779,-15.02105789,5.458831787,115.8590782,5.727767944,60,0,8.227124009,-3.101718537,0,113.302404,129077.194,-6.663499157,129027.0474,-126.6637798,129077.194,-69.63729042,460.70476,168.8220143,468.39538,50.59217331,459.97232,113.3195927,129052.1207,0,0,0,0,-70.07846792,462.90208,-15.50996751,5.12708,117.0667367,5.31019,60,0,8.219715954,-3.097179336,0,120.3841623,131308.715,0.395340879,130656.81,-119.5934806,131358.8615,117.9891988,455.39457,-3.55233833,463.2683,-121.7248836,453.92969,120.3956215,131108.1288,0,0,0,0,117.5594804,457.40878,171.3201103,5.4933,-52.27093965,5.31019,60,0,8.468267171,0.036970552,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.2924891,131208.4219,0.309397209,131208.4219,-119.6679651,131283.6417,117.8173114,457.59189,-3.798710182,466.9305,-121.6847765,457.775,120.3096778,131233.4952,0,0,0,0,117.4334297,460.70476,168.2891636,5.31019,-52.98140732,6.59196,60,0,8.482763853,0.036624865,0,113.2662974,129488.7813,-6.682434249,129341.625,-126.7135602,129578.5938,-69.5791644,463.7145996,168.8735995,471.5080261,50.65521347,463.0966187,113.2882701,129467.1875,0,0,0,0,-70.02411024,466.0549316,-15.64178548,5.201339722,116.276553,5.418777466,60,0,8.194723292,-3.099064673,0,113.2622969,129027.0474,-6.692147047,129001.9742,-126.6981572,129052.1207,-69.7461524,461.62031,168.7704481,468.39538,50.44893386,460.52165,113.2909448,129027.0474,0,0,0,0,-70.18160033,463.45141,-16.24908307,5.12708,115.8234183,4.94397,60,0,8.177238619,-3.095837959,0,120.3555144,131283.6417,0.366692989,130631.7367,-119.6106693,131333.7883,117.823041,456.12701,-3.58098622,463.2683,-121.8910413,454.66213,120.3669736,131083.0556,0,0,0,0,117.4448888,457.95811,170.5408877,4.94397,-51.25680435,4.94397,60,0,8.430352094,0.040152226,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.1778975,131158.2754,0.206264806,131108.1288,-119.7997454,131208.4219,117.3532156,459.97232,-3.99924541,467.29672,-122.3322188,460.70476,120.1950863,131158.2754,0,0,0,0,116.9979818,462.71897,169.1543299,4.21153,-57.96041056,5.31019,60,0,8.360445037,0.041691402,0,113.1344611,129397.3047,-6.797790595,129251.4688,-126.8453965,129481.6797,-70.06805568,465.9576416,168.6648553,472.6982117,50.06744496,465.9805298,113.1619321,129376,0,0,0,0,-70.45257484,468.1835327,-12.80181929,4.119873047,114.4857799,4.446029663,60,0,8.100033977,-3.092243335,0,113.1477054,128951.8276,-6.829656918,128901.6811,-126.8299375,128976.9009,-70.22743695,463.2683,168.5469946,469.31093,49.8931648,462.90208,113.1591645,128926.7543,0,0,0,0,-70.60558909,465.0994,-14.01454767,4.02842,113.9211984,4.02842,60,0,8.103754504,-3.088832315,0,120.2351933,131183.3486,0.263560586,130556.5169,-119.73672,131233.4952,117.3818635,458.50744,-3.838817227,463.45141,-122.4181625,457.04256,120.252382,130982.7625,0,0,0,0,117.0323592,459.6061,166.5473719,4.21153,-56.04673152,3.84531,60,0,8.322427466,0.044829098,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.1263313,131108.1288,0.143239449,131108.1288,-119.8283933,131183.3486,117.1813283,460.15543,-4.045082034,466.9305,-122.5270245,461.25409,120.1492496,131133.2021,0,0,0,0,116.8662015,462.71897,169.3548651,3.6622,-58.97454585,4.94397,60,0,8.333341306,0.043872053,0,113.0905157,129378.4531,-6.847229211,129236.7734,-126.8948334,129464.9297,-70.21637323,466.7358398,168.6099269,472.7382813,49.85870413,466.758728,113.1124884,129359.7422,0,0,0,0,-70.58990945,468.7099609,-11.8460086,3.782272339,112.4533137,3.959655762,60,0,8.059897861,-3.090398123,0,113.08468,128926.7543,-6.88122312,128901.6811,-126.8585854,128951.8276,-70.4222426,464.36696,168.5355354,469.12782,49.72127746,463.45141,113.1190575,128926.7543,0,0,0,0,-70.72591023,465.64873,-16.86214791,3.6622,115.2676492,3.47909,60,0,8.051996633,-3.084726985,0,120.1950863,131158.2754,0.217723962,130531.4436,-119.7882862,131208.4219,117.1526804,459.05677,-3.867465117,464.18385,-122.6186977,457.59189,120.212275,130957.6892,0,0,0,0,116.8891198,460.33854,169.7158285,3.6622,-50.52341837,3.6622,60,0,8.299050509,0.051010186,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
120.0976834,131108.1288,0.114591559,131083.0556,-119.8856891,131183.3486,117.0380888,461.25409,-4.171132749,467.47983,-122.6473456,462.16964,120.1091426,131133.2021,0,0,0,0,116.7401508,463.63452,166.369755,3.6622,-59.34123884,4.76086,60,0,8.306988101,0.045795917,0,113.0520685,129375.5078,-6.891174648,129210.625,-126.9332874,129455.9219,-70.38116521,467.0333862,168.522036,472.6123657,49.80377233,467.0448303,113.0740413,129347.1563,0,0,0,0,-70.68878327,468.8701782,-17.17987066,3.570556641,114.1726704,3.976821899,60,0,8.056862653,-3.087386303,0,113.0503026,128901.6811,-6.909871009,128876.6078,-126.8986925,128926.7543,-70.53110458,464.73318,168.4725101,469.31093,49.56657886,463.81763,113.0789504,128901.6811,0,0,0,0,-70.82904263,465.83184,-15.61309992,3.47909,114.9926295,3.29598,60,0,8.031866059,-3.083243429,0,120.1549792,131158.2754,0.166157761,130506.3704,-119.8112045,131208.4219,117.0552775,459.6061,-3.97059752,464.00074,-122.7905851,458.14122,120.172168,130957.6892,0,0,0,0,116.7630691,460.52165,168.3235411,3.6622,-54.87789762,3.29598,60,0,8.270163235,0.050702231,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
