R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
-115.0900323,130431.1505,124.9334472,130381.004,4.927437038,130506.3704,-115.8291479,459.05677,120.7565849,475.53667,4.50344827,456.85945,-115.0728436,130456.2238,0,0,0,0,-116.8891198,463.63452,-61.33513197,11.53593,68.58877766,11.16971,59.995,0,8.641472149,-0.004547498,0,-122.3410097,128590.4531,117.7102644,128456.9063,-2.320861781,128684.625,56.76910704,464.9391174,-66.38214409,482.3226929,177.1737684,462.7475586,-122.3190301,128575.7656,0,0,0,0,55.82428014,469.8143005,113.2608059,11.18087769,-115.1614427,11.11221313,59.99499893,0,8.407809825,-3.138705687,0,-122.343678,128149.483,117.6798015,128124.4097,-2.291831181,128174.5562,56.59104143,462.53586,-66.34851268,478.46643,177.066877,459.6061,-122.3207597,128149.483,0,0,0,0,55.74879347,466.74739,111.5606123,10.62038,-113.2680265,10.43727,59.997,0,8.39106285,-3.132642225,0,-115.0212774,130506.3704,124.9735543,129854.4653,4.97900324,130556.5169,-116.0124944,457.40878,121.0086863,473.15624,4.509177848,453.74658,-115.0212774,130305.7842,0,0,0,0,-116.8604719,461.25409,-61.81641652,10.9866,75.36686837,10.43727,59.995,0,8.648576796,0.008872415,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-116.3963761,130706.9565,123.6271035,130656.81,3.615363687,130782.1763,-118.6137227,466.9305,119.3127313,475.53667,1.546986047,466.01495,-116.3791873,130706.9565,0,0,0,0,-119.2611651,469.49404,-66.09068167,6.59196,61.6387996,6.59196,59.999,0,8.260536566,0.025965646,0,-123.6209188,128880.0234,116.4358604,128751.8594,-3.606262188,128973.0156,53.92364682,472.6867676,-67.88177359,482.4542847,174.3887314,470.9072266,-123.5934478,128867.6328,0,0,0,0,53.46771462,475.2902832,104.8342923,6.637573242,-114.4693055,6.900787354,60,0,8.07343076,-3.103844737,0,-123.6213739,128425.2889,116.4135648,128400.2157,-3.575256642,128450.3622,53.92678768,469.49404,-67.77517759,477.9171,174.3052204,467.47983,-123.592726,128425.2889,0,0,0,0,53.48561018,471.69136,104.3069666,6.22574,-115.9322803,6.04263,59.999,0,8.061941849,-3.104011879,0,-116.3448099,130757.1031,123.6614809,130130.2713,3.672659467,130807.2496,-118.6996664,463.63452,119.5705623,473.15624,1.59282267,462.35275,-116.3333507,130556.5169,0,0,0,0,-119.180951,466.38117,-63.65561104,6.04263,71.31032718,6.22574,60,0,8.321321393,0.03538687,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-116.4192944,130807.2496,123.5755373,130757.1031,3.586715798,130857.3961,-118.7512326,467.29672,119.2439763,474.98734,1.266236727,466.74739,-116.4135648,130807.2496,0,0,0,0,-119.4158637,469.67715,-64.96768439,6.22574,57.20983584,6.04263,60,0,8.224020105,0.026498778,0,-123.6428847,128980.3594,116.3974064,128829.7266,-3.622741727,129068.8984,53.76983779,472.8984985,-67.93670881,482.0594788,174.1305639,472.0230103,-123.6209188,128960.0391,0,0,0,0,53.31390559,475.605011,106.1801196,5.979537964,-117.8695717,6.408691406,60,0,8.048889058,-3.10318562,0,-123.6442922,128525.582,116.3791873,128500.5088,-3.592445375,128550.6553,53.78927781,470.04337,-67.89549872,477.9171,173.9671753,468.57849,-123.6156443,128525.582,0,0,0,0,53.27934537,472.05758,108.0999472,5.85952,-120.8310694,5.4933,60,0,8.025752438,-3.104280873,0,-116.3677282,130857.3961,123.6213739,130230.5644,3.632552421,130907.5427,-118.7970692,464.18385,119.5018073,472.24069,1.352180397,462.90208,-116.3619986,130656.81,0,0,0,0,-119.3184608,466.38117,-63.62123357,5.67641,66.66936904,5.4933,60,0,8.276355889,0.034646939,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-116.4880493,130907.5427,123.5239711,130857.3961,3.52369044,130982.7625,-119.1866805,468.7616,119.1408439,475.17045,1.019864875,467.84605,-116.4823198,130907.5427,0,0,0,0,-119.6794242,470.5927,-71.00092997,5.4933,61.33513197,5.31019,59.999,0,8.182778713,0.036916926,0,-123.6868302,129089.9609,116.3644439,128958.5703,-3.677673524,129176,53.4457419,474.4205322,-68.01360991,481.3842773,173.7460379,473.2131958,-123.6648643,129076.6875,0,0,0,0,53.05572785,476.3031006,103.5653729,5.138397217,-119.0066616,5.212783813,60,0,7.971807502,-3.097484146,0,-123.6901288,128625.8751,116.3333507,128625.8751,-3.644011577,128650.9484,53.38247777,471.50825,-67.96425366,477.55088,173.686426,469.49404,-123.6672105,128625.8751,0,0,0,0,53.03297352,472.79002,102.0151354,4.94397,-116.6427479,4.57775,60,0,7.969456517,-3.094498447,0,-116.4364831,130957.6892,123.5583485,130330.8575,3.58098622,131007.8358,-119.1637622,465.64873,119.3986749,472.4238,1.17456348,463.2683,-116.4307535,130782.1763,0,0,0,0,-119.5361848,467.11361,-69.93522847,5.31019,73.17244002,4.94397,59.999,0,8.237774214,0.044390827,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-116.7573395,131007.8358,123.2604105,130982.7625,3.265859432,131083.0556,-120.2008158,472.05758,118.6538298,475.90289,-0.297938053,472.97313,-116.7458803,131007.8358,0,0,0,0,-120.6133455,473.52246,-64.38326744,3.11287,43.89429668,3.47909,60,0,8.01988215,0.048786438,0,-123.9505028,129219.0469,116.1117542,129073.7031,-3.935852113,129297.8438,52.30316395,477.9567871,-68.40362737,481.842041,172.4881083,477.4932861,-123.9285369,129198.3359,0,0,0,0,52.13287367,479.0783081,0,0,0,0,59.99900055,0,7.807279991,-3.078408848,0,-123.9422302,128751.2415,116.0869789,128726.1682,-3.901842585,128801.388,52.31677627,474.80423,-68.32521707,477.18466,172.4545668,474.2549,-123.9250415,128751.2415,0,0,0,0,52.15061851,475.35356,0,0,0,0,59.999,0,7.801733146,-3.079586527,0,-116.7057733,131057.9823,123.3005175,130431.1505,3.317425634,131133.2021,-120.1950863,468.7616,118.92312,473.15624,-0.240642274,468.57849,-116.6943141,130882.4694,0,0,0,0,-120.5044835,470.22648,0,0,0,0,60,0,8.067097603,0.055977387,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-116.8948494,131032.909,123.1286302,130982.7625,3.122619983,131083.0556,-120.6133455,473.33935,118.4590241,476.086,-0.69900851,474.43801,-116.8833902,131032.909,0,0,0,0,-120.9513906,474.62112,0,0,0,0,59.999,0,7.969822896,0.054610472,0,-124.0878306,129215.0781,115.9744264,129071.9375,-4.067687997,129299.0156,51.90765501,478.7635803,-68.58490059,482.305542,172.0102,479.4502258,-124.0603732,129195.9375,0,0,0,0,51.78131359,480.1769409,0,0,0,0,60,0,7.765102069,-3.074160256,0,-124.0797401,128751.2415,115.949469,128726.1682,-4.033622878,128801.388,51.98446075,475.71978,-68.52002272,477.73399,171.9560935,474.98734,-124.0568218,128751.2415,0,0,0,0,51.80684384,476.086,0,0,0,0,60,0,7.749835427,-3.075150448,0,-116.8490127,131083.0556,123.1572781,130431.1505,3.179915763,131133.2021,-120.6076159,470.22648,118.7512326,472.97313,-0.572957795,469.86026,-116.831824,130882.4694,0,0,0,0,-120.8081511,470.95892,0,0,0,0,60,0,8.012331531,0.062147115,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-112.9299814,131910.4735,127.0705798,131860.3269,7.070299192,131985.6933,-113.709204,338.02106,125.4548388,338.93661,6.239510389,338.57039,-112.9242518,131935.5467,0,0,0,0,-114.0014125,338.57039,0,0,0,0,60.012,-0.01,11.20418303,0.003339003,0,-118.0233739,130933.7266,122.0333916,130779.7109,1.980285711,131016.1953,55.67047111,342.9736938,-64.58587947,344.0494385,175.9872552,342.1325684,-118.001408,130909.3906,0,0,0,0,55.69244383,343.053833,0,0,0,0,60.01200104,-0.039999999,10.95208891,-3.029428248,0,-118.0293058,130456.2238,122.0056329,130456.2238,2.028270595,130481.2971,55.74879347,339.85216,-64.59526182,340.5846,175.9553389,338.93661,-117.9949283,130456.2238,0,0,0,0,55.70295684,339.85216,0,0,0,0,60.012,-0.04,10.99544504,-3.032729037,0,-112.8784152,131960.62,127.122146,131333.7883,7.127594971,132010.7666,-113.8008773,335.45752,126.0048783,336.18996,6.428586461,334.17575,-112.8784152,131760.0339,0,0,0,0,-113.7894181,335.27441,0,0,0,0,60.01,-0.04,11.25161694,0.019322342,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-110.7985784,132336.7191,129.2191715,132286.5725,9.213161346,132411.9389,-111.0506799,335.27441,127.8669911,337.65484,8.817820467,336.37307,-110.7813897,132336.7191,0,0,0,0,-111.4574799,336.37307,0,0,0,0,60.007,0,11.3864786,-0.008083932,0,-115.8535731,131364.6719,124.2141754,131217.4219,4.155578872,131449.9844,58.24676724,340.6963501,-62.40508886,343.0023193,178.3767696,340.34729,-115.8261157,131344,0,0,0,0,58.07098549,341.342926,0,0,0,0,60.00699997,-0.01,11.1073039,-3.0411058,0,-115.8463366,130907.5427,124.1828725,130882.4694,4.19405106,130932.6159,58.30991481,337.65484,-62.37218558,339.66905,178.3904095,337.10551,-115.8234183,130907.5427,0,0,0,0,58.10937958,338.20417,0,0,0,0,60.007,0,11.15552051,-3.042559513,0,-110.7412826,132386.8656,129.2764673,131734.9606,9.276186703,132437.0121,-111.1022461,333.2602,128.1763883,335.45752,9.012626117,332.34465,-110.7240939,132186.2794,0,0,0,0,-111.3027813,333.62642,0,0,0,0,60.007,-0.01,11.4441533,0.004376861,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-110.0881108,132612.525,129.9353688,132562.3785,9.92935859,132687.7448,-110.3688601,334.54197,128.6232954,337.10551,9.637150114,335.45752,-110.0766516,132612.525,0,0,0,0,-110.7069052,335.64063,0,0,0,0,60.001,0,11.4551183,-0.005373893,0,-115.1120058,131664.3281,124.9447734,131508.5,4.891662809,131740.7188,58.96087718,339.6263123,-61.76788685,342.212677,179.0634221,339.9353027,-115.0900262,131636.75,0,0,0,0,58.74664147,340.5819092,0,0,0,0,60.00299835,0,11.18282687,-3.042937749,0,-115.1129506,131183.3486,124.9162585,131183.3486,4.933166616,131208.4219,59.03184163,336.9224,-61.70182496,338.7535,178.9977448,336.37307,-115.0843027,131183.3486,0,0,0,0,58.77401062,337.28862,0,0,0,0,60.003,0,11.18478829,-3.043692781,0,-110.030815,132662.6716,129.986935,132035.8398,9.986654369,132712.8181,-110.3631305,332.34465,128.9155039,334.72508,9.637150114,331.97843,-110.0136262,132462.0854,0,0,0,0,-110.6037728,333.07709,0,0,0,0,60.003,0,11.48670565,0.002340251,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-110.0537333,132612.525,129.9697462,132587.4518,9.969465635,132687.7448,-110.3058347,334.54197,128.6404842,337.10551,9.608502224,335.45752,-110.0365446,132637.5983,0,0,0,0,-110.6839869,335.64063,0,0,0,0,60.003,0,11.44373916,-0.006741716,0,-115.0735518,131668.7344,124.9887052,131515.6094,4.930115067,131748.7031,59.08173055,339.3630981,-61.71295164,342.2470093,179.0744051,339.969635,-115.0460808,131642.8281,0,0,0,0,58.81255962,340.5189514,0,0,0,0,60.00299835,0,11.18887899,-3.045827191,0,-115.0728436,131183.3486,124.9678247,131183.3486,4.961814506,131208.4219,59.04903037,336.9224,-61.65025876,339.30283,179.0550406,336.37307,-115.0441957,131208.4219,0,0,0,0,58.81411767,337.47173,0,0,0,0,60.003,0,11.20078393,-3.041740169,0,-109.9907079,132662.6716,130.027042,132035.8398,10.02676141,132712.8181,-110.2657277,332.16154,128.9842588,334.90819,9.717364205,331.97843,-109.9735192,132487.1587,0,0,0,0,-110.5178291,333.07709,0,0,0,0,60.003,0,11.50362619,0.001096719,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
